"Method","Time (ms)","Own Time (ms)"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactMixedSetMultimapNode.collMap() PersistentTrieSetMultimap.java","35","35"
"mb.statix.concurrent.StatixSolver$$Lambda$635.get$Lambda(StatixSolver)","35","15"
"mb.statix.constraints.CCompiledQuery.equals(Object) CCompiledQuery.java","35","5"
"mb.statix.concurrent.StatixSolver$ConstraintDataWF.<init>(Spec, Rule, Supplier, int) StatixSolver.java","35","28"
"mb.statix.concurrent.StatixSolver$1$$Lambda$777.<init>(IUniDisunifier)","35","35"
"mb.statix.concurrent.StatixSolver$1$$Lambda$777.get$Lambda(IUniDisunifier)","35","0"
"mb.nabl2.terms.build.Appl2Term$Builder.attachments(IAttachments) Appl2Term.java","34","34"
"mb.statix.constraints.CUser.match(IConstraint$Cases) CUser.java","34","11"
"mb.statix.spec.ApplyStrict.lambda$0(List) ApplyStrict.java","34","0"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$944.apply(Object, Object)","34","17"
"mb.p_raffrayi.impl.tokens.CloseLabel.equals(Object) CloseLabel.java","34","5"
"mb.p_raffrayi.impl.AbstractUnit$1.unitMetadata() AbstractUnit.java","34","20"
"mb.statix.solver.completeness.Completeness$Transient.lambda$0(EdgeOrData, ITerm) Completeness.java","34","0"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$363.accept(Object)","34","0"
"mb.scopegraph.relations.impl.Relation$Immutable.entries() Relation.java","34","34"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$515.get$Lambda(PersistentSubstitution)","34","17"
"mb.nabl2.terms.build.TermVar.<init>(String, String) TermVar.java","34","0"
"mb.statix.constraints.Constraints$CaseBuilder$1.caseResolveQuery(IResolveQuery) Constraints.java","34","34"
"mb.statix.constraints.IResolveQuery.match(IConstraint$Cases) IResolveQuery.java","34","0"
"io.usethesource.capsule.core.PersistentTrieMap$MapKeyIterator.next() PersistentTrieMap.java","33","0"
"mb.nabl2.terms.build.Appl3Term.<init>(Appl3Term$Builder, Appl3Term) Appl3Term.java","33","23"
"mb.nabl2.terms.build.Appl3Term$Builder.build() Appl3Term.java","33","0"
"io.usethesource.capsule.core.PersistentTrieSet$$Lambda$305.equals(Object, Object)","33","30"
"mb.statix.constraints.messages.Message.lambda$2(ISubstitution$Immutable, IMessagePart) Message.java","33","0"
"mb.statix.constraints.messages.TermPart.apply(ISubstitution$Immutable) TermPart.java","33","18"
"mb.nabl2.terms.build.ANilTerm.match(IListTerm$Cases) ANilTerm.java","33","0"
"io.usethesource.capsule.util.stream.CapsuleCollectors.toSet() CapsuleCollectors.java","33","33"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.varSet() PersistentUniDisunifier.java","33","33"
"mb.nabl2.terms.matching.TermMatch$M.lambda$45(Function3, IApplTerm, Object, Object) TermMatch.java","32","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$118.apply(Object, Object)","32","0"
"org.metaborg.util.optionals.Optionals.lift(Optional, Optional, Function2) Optionals.java","32","0"
"mb.statix.concurrent.StatixSolver$$Lambda$933.get$Lambda(StatixSolver, IConstraint, StatixSolver$K)","32","32"
"com.sun.proxy.$Proxy2._deadlockQuery(IProcess, int, IProcess)","32","0"
"mb.p_raffrayi.impl.AbstractUnit.query(IProcess, IProcess, int) AbstractUnit.java","32","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.getCollectionValue(int) PersistentTrieSetMultimap.java","32","0"
"mb.statix.concurrent.StatixSolver$1.lambda$4(IUniDisunifier, ITermVar) StatixSolver.java","32","0"
"mb.statix.concurrent.StatixSolver$1$$Lambda$777.apply(Object)","32","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.payloadArity(EitherSingletonOrCollection$Type) PersistentTrieSetMultimap.java","32","32"
"mb.p_raffrayi.impl.AbstractUnit.doAddLocalShare(IActorRef, Object) AbstractUnit.java","32","0"
"mb.statix.constraints.CEqual.cause() CEqual.java","32","32"
"java.lang.reflect.AccessibleObject.setAccessible(boolean) AccessibleObject.java","32","32"
"mb.statix.constraints.CUser.freeVars() CUser.java","32","0"
"mb.statix.constraints.CUser$$Lambda$1140.<init>(Set$Transient)","32","32"
"mb.statix.constraints.CUser$$Lambda$1140.get$Lambda(Set$Transient)","32","0"
"java.util.concurrent.atomic.AtomicBoolean.compareAndSet(boolean, boolean) AtomicBoolean.java","32","32"
"mb.statix.constraints.Constraints.lambda$95(Action1, IConstraint) Constraints.java","32","0"
"mb.statix.constraints.Constraints$$Lambda$593.apply(Object)","32","0"
"mb.statix.constraints.Constraints$$Lambda$597.apply(Object)","32","0"
"mb.statix.concurrent.StatixSolver.lambda$6(IState$Immutable, IDebugContext, IDebugContext, IConstraint, IState$Immutable, SolverResult) StatixSolver.java","32","3"
"io.usethesource.capsule.util.stream.CapsuleCollectors$$Lambda$332.accept(Object, Object)","31","10"
"java.util.ArrayList.get(int) ArrayList.java","31","31"
"mb.statix.concurrent.AbstractTypeChecker.runUnits(ITypeCheckerContext, Map, List) AbstractTypeChecker.java","31","0"
"mb.p_raffrayi.impl.tokens.CloseScope.computeHashCode() CloseScope.java","31","0"
"com.google.common.collect.ImmutableMap.builder() ImmutableMap.java","31","31"
"mb.scopegraph.regexp.impl.Concat.hashCode() Concat.java","31","31"
"mb.nabl2.terms.matching.TermMatch$M.lambda$177(ITerm, ITerm) TermMatch.java","31","11"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$197.apply(Object)","31","0"
"mb.scopegraph.oopsla20.reference.ScopeGraph$Immutable.melt() ScopeGraph.java","31","17"
"mb.nabl2.terms.unification.ud.Diseq.toTuple() Diseq.java","31","10"
"mb.statix.spec.RuleUtil$$Lambda$588.apply(Object)","31","0"
"mb.statix.spec.RuleUtil$$Lambda$868.get$Lambda(FreshVars)","31","31"
"java.util.stream.Collectors.toSet() Collectors.java","31","31"
"mb.p_raffrayi.impl.tokens.ATypeCheckerState.hashCode() ATypeCheckerState.java","31","10"
"org.metaborg.util.future.CompletableFuture.$SWITCH_TABLE$org$metaborg$util$future$CompletableFuture$State() CompletableFuture.java","31","31"
"io.usethesource.capsule.core.AbstractTrieSetMultimap$SetMultimapTupleIterator.next() AbstractTrieSetMultimap.java","30","0"
"mb.nabl2.terms.build.TermBuild$B.newNil(IAttachments) TermBuild.java","30","21"
"mb.nabl2.terms.matching.NilPattern.asTerm(Action2, Function1) NilPattern.java","30","0"
"mb.nabl2.terms.unification.u.BaseUnifier.isEmpty() BaseUnifier.java","30","30"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient.compose(ISubstitution$Immutable) PersistentSubstitution.java","30","0"
"mb.statix.scopegraph.AScope$$Lambda$351.apply(Object, Object, Object)","30","17"
"mb.statix.spec.PreSolvedConstraint.contradiction(IConstraint) PreSolvedConstraint.java","30","10"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$AbstractSetMultimapNode.categoryArrayView0(int) PersistentTrieSetMultimap.java","30","30"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$AbstractSetMultimapNode.dataArray(int, int) PersistentTrieSetMultimap.java","30","0"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$582.<init>(Ref, IUnifier$Immutable)","30","0"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$582.get$Lambda(Ref, IUnifier$Immutable)","30","0"
"mb.statix.constraints.CConj.withCause(IConstraint) CConj.java","30","30"
"mb.statix.constraints.CConj.withCause(IConstraint) CConj.java","30","0"
"mb.p_raffrayi.impl.AbstractUnit.makeScope(String) AbstractUnit.java","30","0"
"com.google.common.collect.AbstractSetMultimap.get(Object) AbstractSetMultimap.java","30","30"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.copyAndSetNode(AtomicReference, int, PersistentTrieSet$AbstractSetNode) PersistentTrieSet.java","30","10"
"mb.statix.constraints.CConj.freeVars() CConj.java","30","20"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.iterator() ScopePath.java","30","27"
"com.google.common.collect.Sets.newHashSet() Sets.java","29","29"
"com.google.common.collect.ImmutableMap$Builder.build() ImmutableMap.java","29","29"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$758.accept(Object)","29","19"
"mb.nabl2.terms.Terms.cases(Function1, Function1, Function1, Function1, Function1, Function1) Terms.java","29","9"
"com.google.common.collect.ImmutableMultiset$Builder.build() ImmutableMultiset.java","29","29"
"io.usethesource.capsule.core.AbstractTrieSetMultimap$AbstractSetMultimapIterator.hasNext() AbstractTrieSetMultimap.java","29","0"
"io.usethesource.capsule.core.AbstractTrieSetMultimap$AbstractSetMultimapIterator.searchNextValueNode() AbstractTrieSetMultimap.java","29","28"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$3.iterator() PersistentTrieMap.java","29","22"
"com.google.common.collect.CollectSpliterators$1FlatMapSpliterator.characteristics() CollectSpliterators.java","29","29"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.isEmpty() PersistentTrieSet.java","29","29"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.lambda$7(IApplTerm, ITermVar) PersistentUnifier.java","29","0"
"mb.statix.constraints.CNew.doVisitFreeVars(Action1) CNew.java","29","25"
"mb.statix.constraints.CNew.visitFreeVars(Action1) CNew.java","29","0"
"mb.nabl2.terms.matching.PatternVar.isWildcard() PatternVar.java","29","29"
"mb.statix.constraints.CEqual$$Lambda$1001.get$Lambda(Set$Transient)","29","29"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.bitpos(int) PersistentTrieMap.java","29","29"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.rename(IRenaming) PersistentUnifier.java","29","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.rename(IRenaming) PersistentUnifier.java","29","13"
"mb.statix.spec.RuleUtil$$Lambda$879.get$Lambda(PreSolvedConstraint, MultiSet$Transient)","29","29"
"mb.nabl2.terms.build.TermVar$InitShim.getAttachments() TermVar.java","28","28"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext$$Lambda$1143.get$Lambda(AbstractUnit$RecordingTypeCheckerContext, ScopePath, IQuery, DataWf)","28","28"
"mb.p_raffrayi.actors.impl.Actor.complete(ICompletable, Object, Throwable) Actor.java","28","0"
"mb.statix.constraints.CAstProperty.apply(ISubstitution$Immutable) CAstProperty.java","28","28"
"mb.statix.solver.query.QueryFilter.equals(Object) QueryFilter.java","28","7"
"com.google.common.collect.ImmutableList.builder() ImmutableList.java","28","28"
"mb.statix.solver.persistent.SolverResult.messages() SolverResult.java","28","0"
"mb.statix.solver.persistent.SolverResult.messages() SolverResult.java","28","28"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$513.get$Lambda(PersistentSubstitution)","28","17"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$ImmutableResult.unifier() BaseUniDisunifier.java","28","23"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.copyAndMigrateFromNodeToInline(AtomicReference, int, PersistentTrieMap$AbstractMapNode) PersistentTrieMap.java","27","27"
"io.usethesource.capsule.core.PersistentTrieSet$$Lambda$992.equals(Object, Object)","27","0"
"java.util.AbstractList.iterator() AbstractList.java","27","27"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$$Lambda$665.equals(Object, Object)","27","22"
"java.lang.Integer.hashCode() Integer.java","27","27"
"mb.statix.spec.PreSolvedConstraint$$Lambda$1058.apply(Object)","27","10"
"org.metaborg.util.future.CompletableFuture.noFuture() CompletableFuture.java","27","0"
"mb.p_raffrayi.impl.Broker.run() Broker.java","27","0"
"mb.nabl2.terms.substitution.Renaming.apply(ITerm) Renaming.java","27","0"
"mb.p_raffrayi.actors.impl.WorkStealingScheduler$Task.<init>(WorkStealingScheduler, Runnable) WorkStealingScheduler.java","27","27"
"mb.statix.constraints.CExists.withCause(IConstraint) CExists.java","27","0"
"mb.statix.constraints.CExists.withCause(IConstraint) CExists.java","27","27"
"java.util.stream.IntPipeline.mapToObj(IntFunction) IntPipeline.java","27","27"
"mb.p_raffrayi.impl.TypeCheckerUnit.dependentSet() TypeCheckerUnit.java","26","0"
"mb.statix.constraints.Constraints$CaseBuilder$1.caseTry(CTry) Constraints.java","26","26"
"mb.statix.constraints.CTry.match(IConstraint$Cases) CTry.java","26","0"
"com.google.common.collect.Iterators$ConcatenatedIterator.hasNext() Iterators.java","26","26"
"mb.statix.constraints.CFalse.apply(ISubstitution$Immutable) CFalse.java","26","6"
"mb.statix.solver.completeness.Completeness.lambda$0(ITerm) Completeness.java","26","0"
"mb.statix.solver.completeness.Completeness$$Lambda$532.apply(Object)","26","0"
"org.metaborg.util.collection.MultiSetMap.get(Object) MultiSetMap.java","26","0"
"mb.statix.constraints.Constraints$$Lambda$1109.apply(Object)","26","16"
"mb.statix.constraints.Constraints$1.caseTrue(CTrue) Constraints.java","26","0"
"io.usethesource.capsule.core.PersistentTrieMap$$Lambda$356.equals(Object, Object)","26","12"
"io.usethesource.capsule.Set$Immutable.of(Object) Set.java","26","10"
"mb.nabl2.terms.ListTerms$CaseBuilder$1.caseNil(INilTerm) ListTerms.java","25","25"
"mb.statix.constraints.CTry.<init>(IConstraint, IConstraint, IMessage) CTry.java","25","25"
"mb.nabl2.terms.build.AAppl2Term.getArity() AAppl2Term.java","25","25"
"org.metaborg.util.collection.MultiSetMap$Immutable.retainAll(Set) MultiSetMap.java","25","8"
"mb.nabl2.terms.matching.Transform$T.lambda$3(PartialFunction1, IListTerm) Transform.java","25","0"
"mb.nabl2.terms.matching.Transform$T$$Lambda$573.apply(Object)","25","0"
"mb.statix.constraints.CTellEdge.visitFreeVars(Action1) CTellEdge.java","25","12"
"mb.statix.constraints.CEqual.<init>(ITerm, ITerm, IConstraint, IMessage) CEqual.java","25","25"
"java.lang.String.valueOf(Object) String.java","25","25"
"java.util.Optional.orElse(Object) Optional.java","25","25"
"java.util.AbstractMap.isEmpty() AbstractMap.java","25","25"
"mb.nabl2.terms.substitution.Renaming.isEmpty() Renaming.java","25","0"
"mb.nabl2.terms.build.ATermVar.check() ATermVar.java","25","11"
"mb.nabl2.terms.build.TermVar.validate(TermVar) TermVar.java","25","0"
"mb.statix.constraints.messages.Message.hashCode() Message.java","25","0"
"mb.statix.constraints.messages.TermPart.hashCode() TermPart.java","25","25"
"mb.nabl2.terms.build.ConsTerm.<init>(ConsTerm$Builder, ConsTerm) ConsTerm.java","25","0"
"mb.nabl2.terms.build.ConsTerm.<init>(ConsTerm$Builder) ConsTerm.java","25","15"
"mb.nabl2.terms.build.ConsTerm$Builder.build() ConsTerm.java","25","0"
"mb.statix.solver.StateUtil.buildInequalities(Iterable, Action1) StateUtil.java","25","0"
"mb.nabl2.terms.Terms.checkedCases(CheckedFunction1, CheckedFunction1, CheckedFunction1, CheckedFunction1, CheckedFunction1, CheckedFunction1) Terms.java","25","0"
"mb.nabl2.terms.Terms$3.<init>(CheckedFunction1, CheckedFunction1, CheckedFunction1, CheckedFunction1, CheckedFunction1, CheckedFunction1) Terms.java","25","20"
"org.metaborg.util.iterators.ArrayIterator.next() ArrayIterator.java","25","25"
"mb.nabl2.terms.Terms$CaseBuilder.otherwise(Function1) Terms.java","24","10"
"mb.statix.solver.log.LazyDebugContext.<init>(IDebugContext) LazyDebugContext.java","24","24"
"java.lang.invoke.LambdaForm$MH.697693726.linkToTargetMethod(Object, int, Object, Object, Object, Object, Object) LambdaForm$MH","24","24"
"mb.statix.spec.ARule$$Lambda$549.apply(Object)","24","1"
"mb.statix.constraints.CConj.apply(IRenaming) CConj.java","24","0"
"mb.statix.constraints.CConj.apply(IRenaming) CConj.java","24","0"
"com.google.common.collect.SingletonImmutableSet.iterator() SingletonImmutableSet.java","24","24"
"mb.nabl2.terms.build.ApplTerm$Builder.build() ApplTerm.java","24","0"
"mb.nabl2.terms.matching.TermMatch$M.list(Function1) TermMatch.java","24","0"
"mb.nabl2.terms.unification.u.BaseUnifier.isGround(ITermVar, Set, Map) BaseUnifier.java","24","2"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$14(Set, Map, ITermVar) BaseUnifier.java","24","0"
"mb.statix.constraints.CAstProperty.unsafeApply(ISubstitution$Immutable) CAstProperty.java","24","24"
"mb.statix.constraints.CAstProperty.unsafeApply(ISubstitution$Immutable) CAstProperty.java","24","0"
"mb.nabl2.terms.build.Appl2Term.getOp() Appl2Term.java","24","24"
"mb.statix.concurrent.StatixSolver$$Lambda$538.apply(Object)","23","2"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$526.<init>(PersistentSubstitution)","23","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$526.get$Lambda(PersistentSubstitution)","23","0"
"mb.nabl2.terms.build.Appl2Term$Builder.arg1(ITerm) Appl2Term.java","23","23"
"mb.p_raffrayi.impl.AbstractUnit.lambda$11(ILogger, IActorRef, boolean, Tuple2, Throwable) AbstractUnit.java","23","9"
"mb.p_raffrayi.impl.AbstractUnit$$Lambda$913.apply(Object, Object)","23","0"
"mb.nabl2.terms.build.Appl0Term.<init>(Appl0Term$Builder, Appl0Term) Appl0Term.java","23","23"
"mb.nabl2.terms.build.Appl0Term$Builder.build() Appl0Term.java","23","0"
"org.metaborg.util.future.CompletedFuture.<init>(Object) CompletedFuture.java","23","23"
"mb.scopegraph.oopsla20.terms.newPath.ResolutionPath.equals(Object) ResolutionPath.java","23","10"
"java.util.ArrayDeque.pop() ArrayDeque.java","23","3"
"com.google.common.collect.HashMultiset.create() HashMultiset.java","23","23"
"mb.p_raffrayi.impl.WaitForGraph.lambda$0(Object) WaitForGraph.java","23","0"
"mb.p_raffrayi.impl.WaitForGraph$$Lambda$455.apply(Object)","23","0"
"mb.statix.spec.ARule.lambda$4(Set$Immutable, Action1, ITermVar) ARule.java","23","8"
"mb.p_raffrayi.impl.AbstractUnit.lambda$12(Tuple2) AbstractUnit.java","23","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$3$1.next() PersistentTrieMap.java","23","7"
"mb.statix.constraints.Constraints$1.caseUser(CUser) Constraints.java","22","0"
"mb.nabl2.terms.ListTerms.checkedCases(CheckedFunction1, CheckedFunction1, CheckedFunction1) ListTerms.java","22","0"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$963.get$Lambda(NameResolution, ScopePath, Object, LabelWf, ICancel, LabelWf)","22","22"
"java.util.stream.ReferencePipeline.map(Function) ReferencePipeline.java","22","22"
"org.metaborg.util.collection.MultiSet$Transient.<init>(Map$Transient, MultiSet$Transient) MultiSet.java","22","22"
"mb.nabl2.terms.matching.NilPattern.lambda$0(Pattern$Eqs, IListTerm) NilPattern.java","22","0"
"mb.nabl2.terms.matching.NilPattern$$Lambda$704.apply(Object)","22","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.<init>(boolean, Map$Transient, Map$Transient, Map$Transient, MultiSet$Transient, Set$Transient, Set$Transient, Set$Transient) PersistentUnifier.java","22","22"
"mb.nabl2.terms.matching.TermPattern$P.lambda$3(IStringTerm) TermPattern.java","22","22"
